pre_trial.thisRepN,pre_trial.thisTrialN,pre_trial.thisN,pre_trial.thisIndex,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,post_trial.thisRepN,post_trial.thisTrialN,post_trial.thisN,post_trial.thisIndex,Pause_cont.started,Pause_cont.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.started,RS_rec_text.stopped,RS_rec_cont.started,RS_rec_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,Cali_de_post_intro_title.started,Cali_de_post_intro_title.stopped,Cali_de_post_intro_text.started,Cali_de_post_intro_text.stopped,Cali_de_post_intro_audio.started,Cali_de_post_intro_audio.stopped,Cali_de_post_intro_cont.started,Cali_de_post_intro_cont.stopped,Cali_de_post_rec_text.started,Cali_de_post_rec_text.stopped,Cali_de_post_rec_beep_hint.started,Cali_de_post_rec_beep_hint.stopped,Cali_de_post_rec_question_text.started,Cali_de_post_rec_question_text.stopped,Cali_de_post_rec_beep_start.started,Cali_de_post_rec_beep_start.stopped,Cali_de_post_rec_beep_end.started,Cali_de_post_rec_beep_end.stopped,Cali_de_post_rec_break.started,Cali_de_post_rec_break.stopped,the_end_text.started,the_end_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Cali_pre,Resting_State,Fade_in_out,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,857.2446241378784,None,857.2272182941437,859.2440049648285,859.6275061607361,864.8776919841766,865.2609762191772,None,883.8289622306824,None,885.2455010414124,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_000_trial_010.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,887.2472190856934,None,887.2287711143493,889.2457029819489,889.6289440631866,None,896.0959612369537,None,913.8135870933532,None,915.2303810119629,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_000_trial_011.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,917.2306141853333,None,917.2136672973633,919.2305669784546,919.6116551399231,923.9974820613861,924.3808161258697,None,943.8150671958923,None,945.2318530082703,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_000_trial_012.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,947.2320539951324,None,947.2152151107788,949.2320170402527,949.615350151062,953.3300411701202,953.7301820755005,None,973.8166362285614,None,975.2333180904388,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_000_trial_013.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,977.2340490818024,None,977.216780090332,979.2336440086365,979.6169001102447,983.464928150177,983.8672741889953,None,1003.8115211963653,None,1005.2182190418243,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_000_trial_014.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,1007.2195091247559,None,1007.2016812801361,1009.218465089798,1009.6017951011657,None,1013.0687502861023,None,1033.8031112194062,None,1035.2197890281677,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_000_trial_015.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,1037.2203249931335,None,1037.2031582832337,1039.220008134842,1039.6034060955049,None,1043.736876153946,1044.7536451816559,1063.804584169388,None,1065.2213661670685,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_000_trial_016.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,1067.2219200134277,None,1067.2047182559968,1069.2215349674225,1069.6048621177674,1072.5550169944763,1072.9383710861207,None,1093.8037792682649,None,1095.2039060592651,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_000_trial_017.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,1097.2211799621582,None,1097.2051722049714,1099.2398400306702,1099.5898531913758,1102.5875821113586,1103.0042630672456,None,1123.7950030803681,None,1125.2077469825745,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_000_trial_018.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,1127.2415730953217,None,1127.2244652748109,1129.2453980445862,1129.6246992588044,1135.108267068863,1135.4957322120667,None,1153.8258761405946,None,1155.2426261901855,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_000_trial_019.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,0,0,0,0,,,,,,,,,1157.2590491771698,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1226.5314841270447,None,1226.512675189972,1228.5297091007233,1228.9132212638856,1233.2299830913544,1233.613235139847,None,1253.1143170833589,1254.1309561729431,1254.5309710502625,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_000.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1256.5324311256409,None,1256.5143991947175,1258.5312321186066,1258.9146381855012,None,1262.414710187912,1263.431470155716,1283.1157731056214,None,1284.5327410697937,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_001.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1286.53325009346,None,1286.5159331798554,1288.5328161716461,1288.9160760879518,1294.1663410663605,1294.5830122470857,None,1313.1172522544862,1314.1339440345764,1314.5340549945831,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_002.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1316.536127090454,None,1316.5175711154939,1318.5342671871185,1318.9176551342011,1321.734521150589,1322.1178072929383,None,1343.1188231945039,None,1344.5355491638184,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_003.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1346.5374250411987,None,1346.5189641952516,1348.5357911586761,1348.9191452503205,None,1352.61932220459,1353.6361050605774,1373.103705072403,None,1374.5205471515656,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_004.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1376.555006980896,None,1376.5372482776643,1378.5540790557861,1378.9374741554261,None,1383.070874118805,1384.087599992752,1403.138608121872,1404.1553301811218,1404.5553040504456,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_005.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1406.555988073349,None,1406.5388652324677,1408.5555520057678,1408.9389842987061,None,1412.3390432834626,None,1433.1400672435761,None,1434.5568370819092,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_006.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,1436.5574941635132,None,1436.540243291855,1438.557088136673,1438.9444481372834,None,1441.80718126297,None,1463.1417640686036,None,1464.5585250854492,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_007.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,1466.5586960315704,None,1466.5418161392213,1468.5585691928864,1468.9418822765351,1472.1255230903625,1472.508766078949,1473.5299570560455,1493.1430911064149,1494.1598551273346,1494.5598649978638,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_008.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,1496.5607471466064,None,1496.5433291435243,1498.560242176056,1498.9434482097627,None,1501.4437252521516,1502.4643139839172,1523.1279682159425,1524.144807100296,1524.5450241565704,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_009.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,1526.545382976532,None,1526.5281301975251,1528.5450270175934,1528.9283122062684,None,1532.561812067032,None,1553.1294952869416,None,1554.54630112648,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_010.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,1556.5464961528778,None,1556.5297330856324,1558.5466029644012,1558.9298421382905,None,1562.0301031112672,1563.0508630275726,1583.1310631275178,None,1584.5477781295776,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_011.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,1586.5482161045074,None,1586.5314201354981,1588.5480461120605,1588.9314640998841,1593.8482661247253,1594.231633090973,None,1613.1325611114503,None,1614.5492761135101,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_012.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,1616.5496501922607,None,1616.5328372955323,1618.5495121479034,1618.932829284668,1622.2497220039368,1622.6330322265626,None,1643.1340872287751,None,1644.551019191742,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_013.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,1646.551470041275,None,1646.5342272758485,1648.5510370731354,1648.9345160961152,None,1652.434589290619,None,1673.1356531620027,None,1674.552255153656,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_014.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,1676.573028087616,None,1676.5398770809174,1678.5692851543427,1678.9525381565095,None,1681.6194001674653,None,1703.1537751197816,1704.170531988144,1704.570590019226,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_015.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,1706.5373439788818,None,1706.5206750869752,1708.537379026413,1708.920830154419,1712.1376020908356,1712.520917081833,None,1733.1219872474671,1734.1387040615082,1734.5386769771576,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_016.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,1736.5555629730225,None,1736.5324281692506,1738.5556280612946,1738.9389552116395,1742.4248390197754,1742.805873298645,None,1763.1443630695344,None,1764.5569150447845,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_017.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,1766.5575420856476,None,1766.5402742862702,1768.5572171211243,1768.9404932498933,None,1772.0452491283418,None,1793.1416422367097,None,1794.5584621429443,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_018.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,1796.559051990509,None,1796.5418352127076,1798.562793970108,1798.9420002937318,None,1801.7754341602326,None,1823.1432100772859,None,1824.55996799469,None,./data/Subject_01/Session_01/Exp_data/rec_QA_run_03_block_001_trial_019.wav,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,1,0,1,0,,,,,,,,,1826.5764091014862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_cali_de_post_trial_000.wav,1928.7690110206604,1958.7975430488586,1928.7690110206604,1958.7975430488586,1928.738434791565,None,1959.1475670337677,None,1959.1982040405273,None,1959.1808672428133,1961.2004220485687,1961.6004781723022,None,1966.9838551521302,None,1985.7848371505738,None,1987.2115051746368,None,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/Subject_01/Session_01/Exp_data/rec_cali_de_post_trial_001.wav,,,,,,,,,1989.2332119941711,None,1989.2163142204286,1991.2351651191711,1991.6353590488434,None,1997.0189360618592,None,2015.8170782566071,None,2017.236536026001,None,,,01,01,,A1,True,False,False,True,True,True,True,True,True,No,3,No,No,No,No,2020_Mär_13_1825,nibs_stage_1,3.2.3,59.99628090070863,
